English Term,Lemma,IPA,Russian Pronunciation,Russian Translation,POS Mode,Part of Speech (EN),Part of Speech (RU),Frequency
upper,upper,ˈəpər,эпэр,верхний,wordnet,noun,существительное,2
usable,usable,ˈjuzəbəl,йузэбл,годный к употреблению,wordnet,adj,прилагательное,8
usage,usage,ˈjusɪʤ,йусидж,использование,wordnet,noun,существительное,37
use,use,juz,йуз,использовать,wordnet,noun,существительное,542
used,used,juzd,йузд,использовал,wordnet,verb,глагол,152
useful,useful,ˈjusfəl,йусфл,полезный,wordnet,adj,прилагательное,123
useless,useless,ˈjusləs,йуслэс,бесполезный,wordnet,adj,прилагательное,13
user,user,ˈjuzər,йузэр,пользователь,wordnet,noun,существительное,36
usher,usher,ˈəʃər,эшэр,помощник,wordnet,noun,существительное,2
using,using,ˈjuzɪŋ,йузин,с использованием,wordnet,noun,существительное,729
usual,usual,ˈjuʒəwəl,йужэул,обычный,wordnet,adj,прилагательное,6
usually,usually,ˈjuʒəwəli,йужэули,обычно,wordnet,adv,наречие,34
utility,utility,juˈtɪləti,йутилэти,полезность,wordnet,noun,существительное,1
utilizing,utilizing,ˈjutəˌlaɪzɪŋ,йутлайзин,используя,wordnet,verb,глагол,1
vacuum,vacuum,ˈvækjum,вэкйум,вакуум,wordnet,noun,существительное,2
vahid,vahid,vɑˈhid,вахид,вахид,wordnet,,,1
val,val,væl,вэл,вал,wordnet,,,5
valid,valid,ˈvælɪd,вэлид,действительный,wordnet,adj,прилагательное,7
validate,validate,ˈvælədeɪt,вэлэдэйт,подтвердить,wordnet,verb,глагол,7
validating,validating,ˈvæləˌdeɪtɪŋ,вэлэдэйтин,проверка,wordnet,verb,глагол,2
validation,validation,ˌvæləˈdeɪʃən,вэлэдэйшн,проверка,wordnet,noun,существительное,30
validity,validity,vəˈlɪdɪti,вэлидити,действительность,wordnet,noun,существительное,3
valley,valley,ˈvæli,вэли,долина,wordnet,noun,существительное,22
valuable,valuable,ˈvæljəbəl,вэлйэбл,ценный,wordnet,noun,существительное,1
value,value,ˈvælju,вэлйу,ценить,wordnet,noun,существительное,725
van,van,væn,вэн,фургон,wordnet,noun,существительное,2
vanishing,vanishing,ˈvænɪʃɪŋ,вэнишин,исчезающий,wordnet,noun,существительное,1
vapid,vapid,ˈvæpɪd,вэпид,банальный,wordnet,adj,прилагательное,1
variable,variable,ˈvɛriəbəl,вэриэбл,переменная,wordnet,noun,существительное,155
variation,variation,ˌvɛriˈeɪʃən,вэриэйшн,вариация,wordnet,noun,существительное,1
variety,variety,vərˈaɪəti,вэрайэти,разнообразие,wordnet,noun,существительное,10
various,various,ˈvɛriəs,вэриэс,различный,wordnet,adj,прилагательное,2
vary,vary,ˈvɛri,вэри,отличаться,wordnet,verb,глагол,2
vast,vast,væst,вэст,огромный,wordnet,adj,прилагательное,5
vector,vector,ˈvɛktər,вэктэр,вектор,wordnet,noun,существительное,87
vein,vein,veɪn,вэйн,вена,wordnet,noun,существительное,2
vendor,vendor,ˈvɛndər,вэндэр,продавец,wordnet,noun,существительное,4
veneer,veneer,vəˈnɪr,вэнир,шпон,wordnet,noun,существительное,2
venn,venn,vɛn,вэн,Венн,wordnet,noun,существительное,1
venturing,venturing,ˈvɛnʧərɪŋ,вэнчэрин,рискованный,wordnet,verb,глагол,1
venue,venue,ˈvɛnju,вэнйу,место проведения,wordnet,noun,существительное,1
verbatim,verbatim,vərˈbeɪtəm,вэрбэйтм,дословно,wordnet,adj,прилагательное,3
verification,verification,ˌvɛrəfəˈkeɪʃən,вэрэфэкэйшн,проверка,wordnet,noun,существительное,1
verified,verified,ˈvɛrəˌfaɪd,вэрэфайд,проверено,wordnet,verb,глагол,1
verify,verify,ˈvɛrəˌfaɪ,вэрэфай,проверять,wordnet,verb,глагол,3
vermouth,vermouth,vərˈmuθ,вэрмус,вермут,wordnet,noun,существительное,1
versa,versa,ˈvərsə,вэрсэ,наоборот,wordnet,,,2
versatile,versatile,ˈvərsətəl,вэрсэтл,универсальный,wordnet,adj,прилагательное,7
versatility,versatility,ˌvərsəˈtɪləti,вэрсэтилэти,универсальность,wordnet,noun,существительное,9
version,version,ˈvərʒən,вэржн,версия,wordnet,noun,существительное,74
versus,versus,ˈvərsəz,вэрсэз,против,wordnet,,,34
vertical,vertical,ˈvərtɪkəl,вэртикл,вертикальный,wordnet,noun,существительное,3
via,via,ˈviə,виэ,с помощью,wordnet,,,91
viable,viable,ˈvaɪəbəl,вайэбл,жизнеспособный,wordnet,adj,прилагательное,6
vice,vice,vaɪs,вайс,порок,wordnet,noun,существительное,2
video,video,ˈvɪdioʊ,видиоу,видео,wordnet,noun,существительное,2
vieira,vieira,viˈɛrə,виэрэ,Вьера,wordnet,,,1
view,view,vju,вйу,вид,wordnet,noun,существительное,52
vigilant,vigilant,ˈvɪʤələnt,виджлнт,бдительный,wordnet,adj,прилагательное,1
vim,vim,vɪm,вим,вим,wordnet,noun,существительное,1
virtual,virtual,ˈvərʧuəl,вэрчул,виртуальный,wordnet,adj,прилагательное,8
visibility,visibility,ˌvɪzəˈbɪlɪti,визэбилити,видимость,wordnet,noun,существительное,4
visible,visible,ˈvɪzəbəl,визэбл,видимый,wordnet,adj,прилагательное,6
vision,vision,ˈvɪʒən,вижн,зрение,wordnet,noun,существительное,1
visit,visit,ˈvɪzɪt,визит,посещать,wordnet,noun,существительное,2
visual,visual,ˈvɪʒəwəl,вижэул,визуальный,wordnet,adj,прилагательное,11
visualization,visualization,ˌvɪʒwələˈzeɪʃən,вижулэзэйшн,визуализация,wordnet,noun,существительное,4
visualize,visualize,ˈvɪʒwəˌlaɪz,вижулайз,визуализировать,wordnet,verb,глагол,2
visually,visually,ˈvɪʒwəli,вижули,визуально,wordnet,adv,наречие,23
vocabulary,vocabulary,voʊˈkæbjəˌlɛri,воукэбйлэри,словарный запас,wordnet,noun,существительное,24
voluntary,voluntary,ˈvɑləntɛri,валнтэри,добровольный,wordnet,noun,существительное,1
vous,vous,vu,ву,вы,wordnet,,,1
vowel,vowel,vaʊəl,ваул,гласный,wordnet,noun,существительное,4
wagner,wagner,ˈwægnər,уэгнэр,Вагнер,wordnet,noun,существительное,1
wait,wait,weɪt,уэйт,ждать,wordnet,noun,существительное,8
waiting,waiting,ˈweɪtɪŋ,уэйтин,ожидающий,wordnet,noun,существительное,2
walk,walk,wɔk,уок,ходить,wordnet,noun,существительное,3
walked,walked,wɔkt,уокт,шел,wordnet,verb,глагол,1
walnut,walnut,ˈwɔlˌnət,уолнэт,грецкий орех,wordnet,noun,существительное,1
want,want,wɔnt,уонт,хотеть,wordnet,noun,существительное,233
wanted,wanted,ˈwɔntɪd,уонтид,в розыске,wordnet,verb,глагол,10
warehouse,warehouse,ˈwɛˌrhaʊs,уэрхаус,склад,wordnet,noun,существительное,6
warehousing,warehousing,ˈwɛˌrhaʊzɪŋ,уэрхаузин,складирование,wordnet,noun,существительное,1
warm,warm,wɔrm,уорм,теплый,wordnet,verb,глагол,1
warmest,warmest,ˈwɔrməst,уормэст,самый теплый,wordnet,adj,прилагательное,1
warmly,warmly,ˈwɔrmli,уормли,тепло,wordnet,adv,наречие,1
warn,warn,wɔrn,уорн,предупреждать,wordnet,verb,глагол,12
warning,warning,ˈwɔrnɪŋ,уорнин,предупреждение,wordnet,noun,существительное,27
warrant,warrant,ˈwɔrənt,уорнт,ордер,wordnet,noun,существительное,2
washington,washington,ˈwɔʃɪŋtən,уошинтн,Вашингтон,wordnet,noun,существительное,1
waste,waste,weɪst,уэйст,напрасно тратить,wordnet,noun,существительное,1
wasteful,wasteful,ˈweɪstfəl,уэйстфл,расточительный,wordnet,adj,прилагательное,1
watch,watch,wɔʧ,уоч,смотреть,wordnet,noun,существительное,2
watched,watched,wɔʧt,уочт,смотрел,wordnet,verb,глагол,5
water,water,ˈwɔtər,уотэр,вода,wordnet,noun,существительное,1
watercress,watercress,ˈwɔtərˌkrɛs,уотэркрэс,кресс-салат,wordnet,noun,существительное,1
watered,watered,ˈwɔtərd,уотэрд,поливал,wordnet,verb,глагол,1
way,way,weɪ,уэй,способ,wordnet,noun,существительное,185
weak,weak,wik,уик,слабый,wordnet,adj,прилагательное,2
weakly,weakly,ˈwikli,уикли,слабо,wordnet,adj,прилагательное,1
weakness,weakness,ˈwiknəs,уикнэс,слабость,wordnet,noun,существительное,1
weapon,weapon,ˈwɛpən,уэпн,оружие,wordnet,noun,существительное,3
weather,weather,ˈwɛðər,уэзэр,погода,wordnet,noun,существительное,5
web,web,wɛb,уэб,сеть,wordnet,noun,существительное,5
weber,weber,ˈwɛbər,уэбэр,Вебер,wordnet,noun,существительное,1
website,website,ˈwɛbˌsaɪt,уэбсайт,веб-сайт,wordnet,noun,существительное,14
weeding,weeding,ˈwidɪŋ,уидин,прополка,wordnet,verb,глагол,7
week,week,wik,уик,неделя,wordnet,noun,существительное,3
weight,weight,weɪt,уэйт,масса,wordnet,noun,существительное,8
weighted,weighted,ˈweɪtɪd,уэйтид,взвешенный,wordnet,verb,глагол,1
weird,weird,wɪrd,уирд,странный,wordnet,noun,существительное,2
welcome,welcome,ˈwɛlkəm,уэлкм,добро пожаловать,wordnet,noun,существительное,2
well,well,wɛl,уэл,хорошо,wordnet,noun,существительное,96
went,went,wɛnt,уэнт,шел,wordnet,verb,глагол,3
werner,werner,ˈwərnər,уэрнэр,Вернер,wordnet,,,1
wet,wet,wɛt,уэт,влажный,wordnet,noun,существительное,1
whatsoever,whatsoever,ˌwətsoʊˈɛvər,уэтсоуэвэр,что бы то ни было,wordnet,adj,прилагательное,2
wheel,wheel,wil,уил,колесо,wordnet,noun,существительное,3
whenever,whenever,wɛˈnɛvər,уэнэвэр,в любое время,wordnet,,,1
whereas,whereas,wɛˈræz,уэрэз,тогда как,wordnet,,,9
whether,whether,ˈwɛðər,уэзэр,ли,wordnet,,,12
whirlwind,whirlwind,ˈwərlˌwɪnd,уэрлуинд,вихрь,wordnet,noun,существительное,1
whole,whole,hoʊl,хоул,весь,wordnet,noun,существительное,35
whopping,whopping,ˈwɑpɪŋ,уапин,колоссальный,wordnet,verb,глагол,1
whose,whose,huz,хуз,чей,wordnet,,,2
wide,wide,waɪd,уайд,широкий,wordnet,adj,прилагательное,22
